RAMO,ID_UR,EJERCICIO,TRIMESTRE,INSTITUCION,AUDITORÍAS_REALIZADAS,OBSERVACIONES_DETERMINADAS
11,B00,2015,20150401/20150630,INSTITUTO POLITÉCNICO NACIONAL.,7,44
11,B00,2015,20150701/20150930,INSTITUTO POLITÉCNICO NACIONAL.,5,26
11,B00,2015,20151001/20151231,INSTITUTO POLITÉCNICO NACIONAL.,6,41
11,B00,2015,20150101/20150331,INSTITUTO POLITÉCNICO NACIONAL.,6,41
11,D00,2015,20150401/20150630,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,5,23
11,D00,2015,20150701/20150930,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,5,12
11,D00,2015,20151001/20151231,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,5,13
11,D00,2015,20150101/20150331,INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA ,6,10
11,E00,2015,20150401/20150630,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,5,5
11,E00,2015,20150701/20150930,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,6,27
11,E00,2015,20151001/20151231,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,5,31
11,E00,2015,20150101/20150331,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,4,17
11,L5N,2015,20150701/20150930,COLEGIO DE BACHILLERES,1,4
11,L5N,2015,20151001/20151231,COLEGIO DE BACHILLERES,2,4
11,L5N,2015,20150101/20150331,COLEGIO DE BACHILLERES,1,5
11,L5N,2015,20150401/20150630,COLEGIO DE BACHILLERES,1,2
11,L5X,2015,20150701/20150930,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,4,14
11,L5X,2015,20151001/20151231,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,4,8
11,L5X,2015,20150101/20150331,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,4,19
11,L5X,2015,20150401/20150630,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,4,11
11,L6H,2015,20150401/20150630,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,3,7
11,L6H,2015,20150701/20150930,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,3,5
11,L6H,2015,20151001/20151231,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,3,9
11,L6H,2015,20150101/20150331,COMISIÓN DE OPERACIÓN Y FOMENTO DE ACTIVIDADES ACADÉMICAS DEL IPN,3,6
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,6,71
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,3,11
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,2,5
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,1,3
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,1,2
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DE VIVIENDA,2,2
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,3,7
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,1,1
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,2,5
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,1,2
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,2,5
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DEL AGUA,4,25
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,2,12
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,3,9
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL FORESTAL,6,12
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,4,7
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,6,48
11,L6I,2015,20150701/20150930,COMISIÓN NACIONAL DE VIVIENDA,2,9
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,1,1
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,2,4
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,2,12
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,1,1
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL DEL AGUA,2,13
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,6,42
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,1,4
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,4,9
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL FORESTAL,4,10
11,L6I,2015,20151001/20151231,COMISIÓN NACIONAL DE VIVIENDA,2,3
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,4,12
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL DEL AGUA,3,61
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL DE LAS ZONAS ÁRIDAS,2,8
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL DE LIBROS DE TEXTO GRATUITOS,2,4
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS,1,3
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,4,14
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL FORESTAL,4,8
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDÍGENAS,5,42
11,L6I,2015,20150101/20150331,COMISIÓN NACIONAL DE LOS SALARIOS MÍNIMOS,1,3
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL FORESTAL,5,8
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DEL AGUA,4,30
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,3,8
11,L6I,2015,20150401/20150630,COMISIÓN NACIONAL DE CULTURA FÍSICA Y DEPORTE,4,18
11,L6U,2015,20150401/20150630,"COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURÍSTICO DE TIJUANA, S.A. C.V.",3,2
11,L6U,2015,20150701/20150930,"COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURÍSTICO DE TIJUANA, S.A. C.V.",3,3
11,L6U,2015,20151001/20151231,"COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURÍSTICO DE TIJUANA, S.A. C.V.",2,2
11,L6U,2015,20150101/20150331,"COMPAÑÍA OPERADORA DEL CENTRO CULTURAL Y TURÍSTICO DE TIJUANA, S.A. C.V.",3,5
11,L6W,2015,20150401/20150630,SECRETARIA DE CULTURA,3,12
11,L6W,2015,20150701/20150930,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,3,9
11,L6W,2015,20150701/20150930,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN,1,4
11,L6W,2015,20150701/20150930,SECRETARIA DE CULTURA,2,3
11,L6W,2015,20151001/20151231,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,4,10
11,L6W,2015,20151001/20151231,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN,1,5
11,L6W,2015,20151001/20151231,SECRETARIA DE CULTURA,2,4
11,L6W,2015,20150101/20150331,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,3,9
11,L6W,2015,20150101/20150331,SECRETARIA DE CULTURA,2,8
11,L6W,2015,20150101/20150331,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN,1,11
11,L6W,2015,20150401/20150630,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACIÓN,1,4
11,L6W,2015,20150401/20150630,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,4,13
11,L8G,2015,20150401/20150630,"EDUCAL, S.A. DE C.V.",2,10
11,L8G,2015,20150701/20150930,"EDUCAL, S.A. DE C.V.",2,3
11,L8G,2015,20151001/20151231,"EDUCAL, S.A. DE C.V.",2,8
11,L8G,2015,20150101/20150331,"EDUCAL, S.A. DE C.V.",2,10
11,L8P,2015,20150401/20150630,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",2,7
11,L8P,2015,20150701/20150930,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",2,7
11,L8P,2015,20151001/20151231,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",2,7
11,L8P,2015,20150101/20150331,"ESTUDIOS CHURUBUSCO AZTECA, S.A.",2,5
11,L9T,2015,20150401/20150630,FIDEICOMISO DE LOS SISTEMAS NORMALIZADO DE COMPETENCIA LABORAL Y DE CERTIFICACIÓN DE COMPETENCIA LABORAL,1,1
11,L9T,2015,20150701/20150930,FIDEICOMISO DE LOS SISTEMAS NORMALIZADO DE COMPETENCIA LABORAL Y DE CERTIFICACIÓN DE COMPETENCIA LABORAL,1,2
11,L9T,2015,20151001/20151231,FIDEICOMISO DE LOS SISTEMAS NORMALIZADO DE COMPETENCIA LABORAL Y DE CERTIFICACIÓN DE COMPETENCIA LABORAL,2,2
11,L9T,2015,20150101/20150331,FIDEICOMISO DE LOS SISTEMAS NORMALIZADO DE COMPETENCIA LABORAL Y DE CERTIFICACIÓN DE COMPETENCIA LABORAL,1,4
11,MAR,2015,20150401/20150630,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,1,1
11,MAR,2015,20150701/20150930,FONDO DE CULTURA ECONÓMICA,2,12
11,MAR,2015,20150701/20150930,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,1,0
11,MAR,2015,20151001/20151231,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,1,0
11,MAR,2015,20151001/20151231,FONDO DE CULTURA ECONÓMICA,1,4
11,MAR,2015,20150101/20150331,FONDO DE CULTURA ECONÓMICA,1,8
11,MAR,2015,20150101/20150331,FONDO DE EMPRESAS EXPROPIADAS DEL SECTOR AZUCARERO,1,0
11,MAR,2015,20150401/20150630,FONDO DE CULTURA ECONÓMICA,2,8
11,MAX,2015,20150401/20150630,"IMPRESORA Y ENCUADERNADORA PROGRESO, S.A. DE C.V.",1,2
11,MAX,2015,20150701/20150930,"IMPRESORA Y ENCUADERNADORA PROGRESO, S.A. DE C.V.",1,3
11,MAX,2015,20151001/20151231,"IMPRESORA Y ENCUADERNADORA PROGRESO, S.A. DE C.V.",1,7
11,MAX,2015,20150101/20150331,"IMPRESORA Y ENCUADERNADORA PROGRESO, S.A. DE C.V.",1,3
11,MDA,2015,20150401/20150630,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE LOS ADULTOS,4,16
11,MDA,2015,20150701/20150930,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE LOS ADULTOS,4,9
11,MDA,2015,20151001/20151231,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE LOS ADULTOS,1,3
11,MDA,2015,20150101/20150331,INSTITUTO NACIONAL PARA LA EDUCACIÓN DE LOS ADULTOS,1,9
11,MDB,2015,20150401/20150630,INSTITUTO NACIONAL DE LENGUAS INDÍGENAS,3,3
11,MDB,2015,20150701/20150930,INSTITUTO NACIONAL DE LENGUAS INDÍGENAS,3,3
11,MDB,2015,20151001/20151231,INSTITUTO NACIONAL DE LENGUAS INDÍGENAS,3,3
11,MDB,2015,20150101/20150331,INSTITUTO NACIONAL DE LENGUAS INDÍGENAS,3,3
11,MDC,2015,20150401/20150630,INSTITUTO MEXICANO DE CINEMATOGRAFÍA,2,9
11,MDC,2015,20150701/20150930,INSTITUTO MEXICANO DE CINEMATOGRAFÍA,2,11
11,MDC,2015,20151001/20151231,INSTITUTO MEXICANO DE CINEMATOGRAFÍA,2,3
11,MDC,2015,20150101/20150331,INSTITUTO MEXICANO DE CINEMATOGRAFÍA,1,3
11,MDE,2015,20150701/20150930,INSTITUTO NACIONAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,3,20
11,MDE,2015,20151001/20151231,INSTITUTO NACIONAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,2,8
11,MDE,2015,20150101/20150331,INSTITUTO NACIONAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,2,20
11,MDE,2015,20150401/20150630,INSTITUTO NACIONAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,3,15
11,MDL,2015,20150401/20150630,INSTITUTO MEXICANO DE LA RADIO,2,4
11,MDL,2015,20150701/20150930,INSTITUTO MEXICANO DE LA RADIO,2,4
11,MDL,2015,20151001/20151231,INSTITUTO MEXICANO DE LA RADIO,2,0
11,MDL,2015,20150101/20150331,INSTITUTO MEXICANO DE LA RADIO,2,6
11,MGC,2015,20150401/20150630,PEMEX-REFINACION,7,34
11,MGC,2015,20150401/20150630,PEMEX-GAS Y PETROQUIMICA BÁSICA,4,30
11,MGC,2015,20150401/20150630,PATRONATO DE OBRAS E INSTALACIONES DEL INSTITUTO POLITÉCNICO NACIONAL,2,5
11,MGC,2015,20150401/20150630,PEMEX - PETROQUÍMICA,7,27
11,MGC,2015,20150401/20150630,PEMEX-EXPLORACION Y PRODUCCIÓN,8,22
11,MGC,2015,20150701/20150930,PEMEX-REFINACION,8,35
11,MGC,2015,20150701/20150930,PATRONATO DE OBRAS E INSTALACIONES DEL INSTITUTO POLITÉCNICO NACIONAL,1,4
11,MGC,2015,20150701/20150930,PEMEX - PETROQUÍMICA,14,49
11,MGC,2015,20150701/20150930,PEMEX-EXPLORACION Y PRODUCCIÓN,15,38
11,MGC,2015,20150701/20150930,PEMEX-GAS Y PETROQUIMICA BÁSICA,10,42
11,MGC,2015,20150701/20150930,COMISIÓN NACIONAL DE ACUACULTURA Y PESCA,2,8
11,MGC,2015,20151001/20151231,PATRONATO DE OBRAS E INSTALACIONES DEL INSTITUTO POLITÉCNICO NACIONAL,1,1
11,MGC,2015,20151001/20151231,COMISIÓN NACIONAL DE ACUACULTURA Y PESCA,1,5
11,MGC,2015,20150101/20150331,PATRONATO DE OBRAS E INSTALACIONES DEL INSTITUTO POLITÉCNICO NACIONAL,1,2
11,MGC,2015,20150101/20150331,COMISIÓN NACIONAL DE ACUACULTURA Y PESCA,1,3
11,MGC,2015,20150401/20150630,COMISIÓN NACIONAL DE ACUACULTURA Y PESCA,1,4
12,M00,2015,20150701/20150930,COMISIÓN NACIONAL DE ARBITRAJE MÉDICO,2,3
12,M00,2015,20151001/20151231,COMISIÓN NACIONAL DE ARBITRAJE MÉDICO,1,1
12,M00,2015,20150101/20150331,COMISIÓN NACIONAL DE ARBITRAJE MÉDICO,1,2
12,M00,2015,20150401/20150630,COMISIÓN NACIONAL DE ARBITRAJE MÉDICO,1,1
12,M7F,2015,20150701/20150930,"INSTITUTO NACIONAL DE PSIQUIATRÍA ""DR. RAMÓN DE LA FUENTE MUÑIZ""",1,4
12,M7F,2015,20151001/20151231,"INSTITUTO NACIONAL DE PSIQUIATRÍA ""DR. RAMÓN DE LA FUENTE MUÑIZ""",1,7
12,M7F,2015,20150101/20150331,"INSTITUTO NACIONAL DE PSIQUIATRÍA ""DR. RAMÓN DE LA FUENTE MUÑIZ""",1,6
12,M7F,2015,20150401/20150630,"INSTITUTO NACIONAL DE PSIQUIATRÍA ""DR. RAMÓN DE LA FUENTE MUÑIZ""",1,3
12,M7K,2015,20150401/20150630,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",2,14
12,M7K,2015,20150701/20150930,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",2,9
12,M7K,2015,20151001/20151231,"CENTROS DE INTEGRACIÓN JUVENIL, A.C.",2,4
12,NAW,2015,20150401/20150630,HOSPITAL JUÁREZ DE MÉXICO,1,4
12,NAW,2015,20150701/20150930,HOSPITAL JUÁREZ DE MÉXICO,2,12
12,NAW,2015,20151001/20151231,HOSPITAL JUÁREZ DE MÉXICO,2,11
12,NAW,2015,20150101/20150331,HOSPITAL JUÁREZ DE MÉXICO,1,2
12,NBD,2015,20150701/20150930,"HOSPITAL GENERAL DE MÉXICO ""DR. EDUARDO LICEAGA""",2,7
12,NBD,2015,20151001/20151231,"HOSPITAL GENERAL DE MÉXICO ""DR. EDUARDO LICEAGA""",2,6
12,NBD,2015,20150101/20150331,"HOSPITAL GENERAL DE MÉXICO ""DR. EDUARDO LICEAGA""",2,6
12,NBD,2015,20150401/20150630,"HOSPITAL GENERAL DE MÉXICO ""DR. EDUARDO LICEAGA""",3,7
12,NBG,2015,20150401/20150630,"HOSPITAL INFANTIL DE MÉXICO "" DR. FEDERICO GÓMEZ""",1,6
12,NBG,2015,20150701/20150930,"HOSPITAL INFANTIL DE MÉXICO "" DR. FEDERICO GÓMEZ""",2,13
12,NBT,2015,20150401/20150630,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE CIUDAD VICTORIA BICENTENARIO 2010,2,10
12,NBT,2015,20150401/20150630,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,1,3
12,NBT,2015,20150401/20150630,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENÍNSULA DE YUCATÁN,2,5
12,NBT,2015,20150701/20150930,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENÍNSULA DE YUCATÁN,3,11
12,NBT,2015,20150701/20150930,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,1,5
12,NBT,2015,20150701/20150930,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE CIUDAD VICTORIA BICENTENARIO 2010,2,6
12,NBT,2015,20150701/20150930,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJÍO,2,8
12,NBT,2015,20151001/20151231,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJÍO,2,3
12,NBT,2015,20151001/20151231,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,1,4
12,NBT,2015,20151001/20151231,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE CIUDAD VICTORIA BICENTENARIO 2010,2,4
12,NBT,2015,20151001/20151231,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENÍNSULA DE YUCATÁN,1,3
12,NBT,2015,20150101/20150331,"I.I.I. SERVICIOS, S.A. DE C.V.",1,4
12,NBT,2015,20150101/20150331,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENÍNSULA DE YUCATÁN,1,6
12,NBT,2015,20150101/20150331,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE CIUDAD VICTORIA BICENTENARIO 2010,2,6
12,NBT,2015,20150101/20150331,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJÍO,1,4
12,NBT,2015,20150401/20150630,"I.I.I. SERVICIOS, S.A. DE C.V.",2,4
12,NBT,2015,20150401/20150630,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJÍO,2,7
12,NBV,2015,20150401/20150630,INSTITUTO NACIONAL DE CANCEROLOGÍA,1,5
12,NBV,2015,20150701/20150930,INSTITUTO NACIONAL DE CANCEROLOGÍA,2,1
12,NBV,2015,20151001/20151231,INSTITUTO NACIONAL DE CANCEROLOGÍA,1,4
12,NBV,2015,20150101/20150331,INSTITUTO NACIONAL DE CANCEROLOGÍA,2,3
12,NCH,2015,20150401/20150630,INSTITUTO NACIONAL DE MEDICINA GENÓMICA,2,8
12,NCH,2015,20150701/20150930,INSTITUTO NACIONAL DE MEDICINA GENÓMICA,1,3
12,NCH,2015,20151001/20151231,INSTITUTO NACIONAL DE MEDICINA GENÓMICA,1,3
12,NCH,2015,20150101/20150331,INSTITUTO NACIONAL DE MEDICINA GENÓMICA,1,2
12,NCK,2015,20150401/20150630,"INSTITUTO NACIONAL DE NEUROLOGÍA Y NEUROCIRUGÍA ""DR. MANUEL VELASCO SUÁREZ""",2,13
12,NCK,2015,20150701/20150930,"INSTITUTO NACIONAL DE NEUROLOGÍA Y NEUROCIRUGÍA ""DR. MANUEL VELASCO SUÁREZ""",2,2
12,NCK,2015,20151001/20151231,"INSTITUTO NACIONAL DE NEUROLOGÍA Y NEUROCIRUGÍA ""DR. MANUEL VELASCO SUÁREZ""",2,2
12,NCK,2015,20150101/20150331,"INSTITUTO NACIONAL DE NEUROLOGÍA Y NEUROCIRUGÍA ""DR. MANUEL VELASCO SUÁREZ""",2,11
12,NCZ,2015,20150401/20150630,INSTITUTO NACIONAL DE PEDIATRÍA,1,4
12,NCZ,2015,20150701/20150930,INSTITUTO NACIONAL DE PEDIATRÍA,1,2
12,NCZ,2015,20151001/20151231,INSTITUTO NACIONAL DE PEDIATRÍA,2,8
12,NCZ,2015,20150101/20150331,INSTITUTO NACIONAL DE PEDIATRÍA,1,4
12,NDE,2015,20150401/20150630,"INSTITUTO NACIONAL DE PERINATOLOGÍA ""ISIDRO ESPINOSA DE LOS REYES""",2,3
12,NDE,2015,20150701/20150930,"INSTITUTO NACIONAL DE PERINATOLOGÍA ""ISIDRO ESPINOSA DE LOS REYES""",2,11
12,NDE,2015,20151001/20151231,"INSTITUTO NACIONAL DE PERINATOLOGÍA ""ISIDRO ESPINOSA DE LOS REYES""",2,7
12,NDE,2015,20150101/20150331,"INSTITUTO NACIONAL DE PERINATOLOGÍA ""ISIDRO ESPINOSA DE LOS REYES""",1,4
12,NDF,2015,20150401/20150630,INSTITUTO NACIONAL DE REHABILITACIÓN,1,6
12,NDF,2015,20150701/20150930,INSTITUTO NACIONAL DE REHABILITACIÓN,1,1
12,NDF,2015,20151001/20151231,INSTITUTO NACIONAL DE REHABILITACIÓN,2,2
12,NDF,2015,20150101/20150331,INSTITUTO NACIONAL DE REHABILITACIÓN,1,4
12,NDY,2015,20150401/20150630,INSTITUTO NACIONAL DE SALUD PÚBLICA,2,3
12,NDY,2015,20150701/20150930,INSTITUTO NACIONAL DE SALUD PÚBLICA,1,4
12,NDY,2015,20151001/20151231,INSTITUTO NACIONAL DE SALUD PÚBLICA,2,7
12,NDY,2015,20150101/20150331,INSTITUTO NACIONAL DE SALUD PÚBLICA,2,7
12,NEF,2015,20150401/20150630,"LABORATORIOS DE BIOLÓGICOS Y REACTIVOS DE MÉXICO, S.A. DE C.V.",2,2
12,NEF,2015,20150701/20150930,"LABORATORIOS DE BIOLÓGICOS Y REACTIVOS DE MÉXICO, S.A. DE C.V.",2,0
12,NEF,2015,20151001/20151231,"LABORATORIOS DE BIOLÓGICOS Y REACTIVOS DE MÉXICO, S.A. DE C.V.",2,0
12,NEF,2015,20150101/20150331,"LABORATORIOS DE BIOLÓGICOS Y REACTIVOS DE MÉXICO, S.A. DE C.V.",1,1
14,P7R,2015,20150401/20150630,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,3,11
14,P7R,2015,20150701/20150930,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,3,11
14,P7R,2015,20151001/20151231,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,3,8
14,P7R,2015,20150101/20150331,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,2,15
15,B00,2015,20150401/20150630,REGISTRO AGRARIO NACIONAL,3,21
15,B00,2015,20151001/20151231,REGISTRO AGRARIO NACIONAL,3,4
15,B00,2015,20150101/20150331,REGISTRO AGRARIO NACIONAL,2,4
15,QDV,2015,20150701/20150930,INSTITUTO NACIONAL DEL SUELO SUSTENTABLE,3,3
15,QDV,2015,20151001/20151231,INSTITUTO NACIONAL DEL SUELO SUSTENTABLE,2,3
15,QDV,2015,20150101/20150331,INSTITUTO NACIONAL DEL SUELO SUSTENTABLE,2,4
15,QDV,2015,20150401/20150630,INSTITUTO NACIONAL DEL SUELO SUSTENTABLE,2,0
15,QEU,2015,20150401/20150630,FIDEICOMISO FONDO NACIONAL DE FOMENTO EJIDAL,4,25
15,QEU,2015,20150701/20150930,FIDEICOMISO FONDO NACIONAL DE FOMENTO EJIDAL,2,7
15,QEU,2015,20151001/20151231,FIDEICOMISO FONDO NACIONAL DE FOMENTO EJIDAL,2,7
15,QEZ,2015,20150401/20150630,PROCURADURÍA AGRARIA,5,33
15,QEZ,2015,20150701/20150930,PROCURADURÍA AGRARIA,4,28
15,QEZ,2015,20151001/20151231,PROCURADURÍA AGRARIA,4,27
15,QEZ,2015,20150101/20150331,PROCURADURÍA AGRARIA,4,8
15,QIQ,2015,20150401/20150630,FIDEICOMISO PROMÉXICO,2,7
15,QIQ,2015,20150701/20150930,FIDEICOMISO PROMÉXICO,2,6
15,QIQ,2015,20151001/20151231,FIDEICOMISO PROMÉXICO,2,4
15,QIQ,2015,20150101/20150331,FIDEICOMISO PROMÉXICO,2,3
16,RJE,2015,20150401/20150630,INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA,1,2
16,RJE,2015,20150701/20150930,INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA,1,22
16,RJE,2015,20151001/20151231,INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA,1,3
16,RJE,2015,20150101/20150331,INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA,1,6
17,100,2015,20150701/20150930,PROCURADURIA GENERAL DE LA REPUBLICA (PGR),4,23
17,100,2015,20151001/20151231,PROCURADURIA GENERAL DE LA REPUBLICA (PGR),3,20
17,100,2015,20150401/20150630,PROCURADURIA GENERAL DE LA REPUBLICA (PGR),7,26
18,C00,2015,20151001/20151231,COMISION REGULADORA DE ENERGIA,1,4
18,T0O,2015,20150701/20150930,INSTITUTO MEXICANO DEL PETRÓLEO,3,17
18,T0O,2015,20151001/20151231,INSTITUTO MEXICANO DEL PETRÓLEO,3,9
18,T0O,2015,20150101/20150331,INSTITUTO MEXICANO DEL PETRÓLEO,4,20
18,T0O,2015,20150401/20150630,INSTITUTO MEXICANO DEL PETRÓLEO,3,36
18,TQA,2015,20150401/20150630,"COMPAÑÍA MEXICANA DE EXPLORACIONES, S.A. DE C.V.",1,6
18,TQA,2015,20150701/20150930,"COMPAÑÍA MEXICANA DE EXPLORACIONES, S.A. DE C.V.",1,1
18,TQA,2015,20151001/20151231,"COMPAÑÍA MEXICANA DE EXPLORACIONES, S.A. DE C.V.",1,4
18,TQA,2015,20150101/20150331,"COMPAÑÍA MEXICANA DE EXPLORACIONES, S.A. DE C.V.",1,4
19,GYN,2015,20150401/20150630,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,31,102
19,GYN,2015,20150701/20150930,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,30,83
